DOB,NO_OF_CHLD,NO_OF_VHCL,GNDR_CD,EDU_DESC,MRRY_DESC,OCPN_DESC,ADDR_PRVC,ADDR_ZIP,SCB_PROD_HLDNG_CNT,SCB_PROD_SUB_GRP_HLDNG_CNT,PROD_GRP_WLTH_HLDNG_CNT,PROD_GRP_LENDING_HLDNG_CNT,PROD_GRP_PYMT_HLDNG_CNT,PROD_GRP_SRVC_HLDNG_CNT,PROD_GRP_BSNS_LENDING_HLDNG_CNT,DPST_ACCT_CNT,DPST_END_BAL,DPST_TXN_CNT,DPST_TXN_CNT_AVG,DPST_TXN_CNT_MIN,DPST_TXN_CNT_MAX,DPST_INFLW_CNT,DPST_INFLW_CNT_MIN,DPST_INFLW_CNT_MAX,DPST_OTFLW_CNT,DPST_OTFLW_CNT_MIN,DPST_OTFLW_CNT_MAX,DPST_INFLW_AMT_TOT,DPST_OTFLW_AMT_TOT,DOB_prev,NO_OF_CHLD_prev,NO_OF_VHCL_prev,GNDR_CD_prev,EDU_DESC_prev,MRRY_DESC_prev,OCPN_DESC_prev,ADDR_PRVC_prev,ADDR_ZIP_prev,SCB_PROD_HLDNG_CNT,SCB_PROD_SUB_GRP_HLDNG_CNT,PROD_GRP_WLTH_HLDNG_CNT,PROD_GRP_LENDING_HLDNG_CNT,PROD_GRP_PYMT_HLDNG_CNT,PROD_GRP_SRVC_HLDNG_CNT,PROD_GRP_BSNS_LENDING_HLDNG_CNT,DPST_ACCT_CNT_prev,DPST_END_BAL_prev,DPST_TXN_CNT_prev,DPST_TXN_CNT_AVG_prev,DPST_TXN_CNT_MIN_prev,DPST_TXN_CNT_MAX_prev,DPST_INFLW_CNT_prev,DPST_INFLW_CNT_MIN_prev,DPST_INFLW_CNT_MAX_prev,DPST_OTFLW_CNT_prev,DPST_OTFLW_CNT_MIN_prev,DPST_OTFLW_CNT_MAX_prev,DPST_INFLW_AMT_TOT_prev,DPST_OTFLW_AMT_TOT_prev,DOB_match,NO_OF_CHLD_match,NO_OF_VHCL_match,GNDR_CD_match,EDU_DESC_match,MRRY_DESC_match,OCPN_DESC_match,ADDR_PRVC_match,ADDR_ZIP_match,cust_id
1/3/1981,0,0,F,bachelor's degree,single,commerce employee,นนทบุรี,11140,5,5,1,1,4,1,null,1,443.64,196,6.53,1,16,55,1,6,141,1,12,46365.57,46178.57,1/3/1981,0,0,F,bachelor's degree,single,commerce employee,นนทบุรี,11110,5,5,1,1,5,1,null,1,3176,98,4.26,1,11,37,1,5,61,1,7,42201,42181.54,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3196
1/6/1976,0,1,M,bachelor's degree,divorce,industrial business employee,กรุงเทพมหานคร,10900,12,10,9,6,4,2,null,3,596558.64,61,2.9,1,11,6,1,2,55,1,11,2130728.54,1616936.79,1/6/1976,0,1,M,master's degree,single,industrial business employee,กรุงเทพมหานคร,10900,13,10,7,8,5,1,null,3,313150.47,83,3.77,1,14,10,1,2,73,1,12,840873.17,689202.23,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3197
1/12/1994,0,0,F,vocational certificate/ diploma,married,service business entrepreneur,ภูเก็ต,83130,4,4,1,null,3,1,null,1,20404.54,116,5.04,1,13,21,1,4,95,1,13,99983,99579.96,1/12/1994,0,0,F,vocational certificate/ diploma,single,service business employee,ภูเก็ต,83130,3,3,1,null,4,1,null,1,12590.54,107,3.69,1,12,52,1,5,55,1,8,66375,72267.43,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3198
1/8/1961,0,0,F,less than high school,married,housewife/househusband,นนทบุรี,11000,6,5,5,null,3,1,null,2,393216.73,6,1.2,1,2,3,1,1,3,1,1,17000,6020,1/8/1961,0,0,F,less than high school,married,commerce entrepreneur,ตรัง,92000,1,1,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3199
1/4/1982,0,null,F,others,single,industrial business employee,ชลบุรี,20160,4,4,2,1,1,1,null,1,3200.2,40,2.11,1,6,11,1,3,29,1,4,54310,51110.2,1/4/1982,0,null,F,others,married - registered,industrial business employee,ชลบุรี,20160,5,5,2,1,2,1,null,1,0.28,16,1.6,1,2,6,1,1,10,1,2,36393.91,36394,TRUE,TRUE,null,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3200
1/7/1974,0,0,F,vocational certificate,single,service business employee,กรุงเทพมหานคร,10150,3,3,1,null,2,null,null,1,292.45,0,0,0,0,0,0,0,0,0,0,0,0,1/7/1974,0,0,F,vocational certificate,single,housewife/househusband,กรุงเทพมหานคร,10150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3201
1/12/1951,1,1,M,bachelor's degree,married,industrial entrepreneur,กรุงเทพมหานคร,10310,6,6,4,3,5,1,null,4,113030.26,40,3.08,1,10,10,1,3,30,1,8,370692,427337.12,1/12/1951,0,1,M,bachelor's degree,married - registered,industrial entrepreneur,กรุงเทพมหานคร,10310,8,8,5,2,6,1,null,4,113495.23,43,2.87,1,8,14,1,4,29,1,5,483287.97,448186.98,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3202
1/10/1980,0,null,F,others,married - registered,freelance,กรุงเทพมหานคร,10220,5,5,4,null,3,1,null,1,961.82,5,1.67,1,2,2,1,1,3,1,1,5351.66,4425,1/10/1980,0,null,F,others,married,freelance,กรุงเทพมหานคร,10220,4,4,4,null,2,1,null,1,912.03,19,1.73,1,4,6,1,2,13,1,3,62440.91,101340,TRUE,TRUE,null,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3203
1/8/1970,1,0,F,others,married,government employee,ปทุมธานี,12120,2,2,1,1,1,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1/8/1970,0,0,F,others,married,government employee,ปทุมธานี,12120,3,3,2,null,1,1,null,1,500.08,2,1,1,1,1,1,1,1,1,1,51366,51366,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3204
1/7/1978,0,1,F,master's degree,single,service business employee,กรุงเทพมหานคร,10140,5,4,3,1,1,1,null,1,144866.25,9,1.8,1,3,7,1,3,2,1,1,766411.52,1680000,1/7/1978,0,1,F,master's degree,single,lawyer and legal practitioner,กรุงเทพมหานคร,10140,6,5,3,2,1,1,null,1,329209.87,4,1,1,1,1,1,1,3,1,1,400000,601000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3205
1/2/1965,0,0,M,vocational certificate/ diploma,single,service business employee,ภูเก็ต,83000,2,2,1,null,1,null,null,1,25094.41,5,1,1,1,1,1,1,4,1,1,15000,140000,1/2/1965,0,0,M,vocational certificate/ diploma,single,freelance,ภูเก็ต,83000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3206
1/8/1970,0,1,F,bachelor's degree,single,service business employee,นนทบุรี,11000,5,5,5,1,1,1,null,1,481.04,12,1.33,1,2,3,1,1,9,1,2,79200,79573.18,1/8/1970,0,1,F,bachelor's degree,single,industrial business employee,นนทบุรี,11000,4,4,2,1,1,1,null,1,1795.21,7,1.4,1,2,3,1,1,4,1,1,51500,52392,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3207
1/8/1994,0,null,F,bachelor's degree,married - registered,service business entrepreneur,กรุงเทพมหานคร,10600,3,3,1,null,2,1,null,1,0.46,5,1.25,1,2,2,1,1,3,1,1,78000,78008,1/8/1994,0,null,F,null,single,industrial entrepreneur,กรุงเทพมหานคร,10600,3,3,1,null,2,1,null,1,0.5,119,4.1,2,6,82,1,3,37,1,3,74217.52,74218,TRUE,TRUE,null,TRUE,null,FALSE,FALSE,TRUE,TRUE,3208
1/1/1953,2,2,F,bachelor's degree,married,housewife/househusband,กรุงเทพมหานคร,10400,3,2,7,null,null,null,null,4,291519.32,3,1,1,1,2,1,1,1,1,1,25288,628.27,1/1/1953,2,2,F,bachelor's degree,married,housewife/househusband,สงขลา,90110,4,2,7,null,null,null,null,3,31670.96,3,1,1,1,2,1,1,1,1,1,7186.14,547.04,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3209
1/4/1973,0,0,M,bachelor's degree,married,industrial business employee,นครศรีธรรมราช,80000,4,4,3,2,1,1,null,2,619294.2,80,3.64,1,11,17,1,7,63,1,10,1793870.29,1277271.76,1/4/1973,0,0,M,bachelor's degree,married - registered,industrial business employee,นครศรีธรรมราช,80000,5,5,2,2,2,1,null,1,198946.66,38,2.24,1,6,11,1,1,27,1,5,494311.67,314233.97,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3210
1/10/1985,0,1,M,master's degree,single,industrial business employee,ชลบุรี,20230,8,6,10,2,3,null,null,4,59099.19,52,2.26,1,9,10,1,4,42,1,5,81303.85,56063.88,1/10/1985,0,1,M,master's degree,single,commerce entrepreneur,ชลบุรี,20230,11,8,12,1,5,null,null,4,9093.16,63,2.52,1,7,11,1,3,52,1,6,148047.48,223910.01,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3211
1/10/1988,0,null,M,null,single,freelance,เชียงใหม่,50230,3,3,1,null,2,1,null,1,0.69,24,3,2,8,11,1,4,13,1,4,5585,5584.81,1/10/1988,0,null,M,null,null,service business entrepreneur,เชียงใหม่,50230,2,2,1,null,1,null,null,1,0,7,2.33,2,3,3,1,1,4,1,2,10,10.36,TRUE,TRUE,null,TRUE,null,null,FALSE,TRUE,TRUE,3212
1/2/1963,0,1,F,less than high school,married,unemployed,พังงา,82170,1,1,1,null,null,1,null,1,551619.19,10,2,2,2,5,1,1,5,1,1,434.87,65.23,1/2/1963,0,1,F,less than high school,married,commerce entrepreneur,พังงา,82170,1,1,1,null,null,null,null,1,690836.65,12,2,2,2,6,1,1,6,1,1,299.98,45.01,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3213
1/11/1974,0,null,F,high school,married - registered,government employee,จันทบุรี,22000,2,2,1,null,1,1,1,1,3620.48,646,21.53,1,63,542,1,59,104,1,10,407314.48,474123.92,1/11/1974,0,null,F,null,married,government employee,จันทบุรี,22000,2,2,1,null,1,1,null,1,604.11,18,2,1,4,10,1,3,8,1,2,53040,53336,TRUE,TRUE,null,TRUE,null,FALSE,TRUE,TRUE,TRUE,3214
1/11/1978,1,1,M,high school,married,service business entrepreneur,นครนายก,26120,10,8,7,2,7,1,null,4,11822.4,34,2.43,1,5,10,1,2,24,1,4,248000,254294.02,1/11/1978,0,1,M,high school,married - registered,service business entrepreneur,นครนายก,26120,12,9,7,1,9,1,null,4,22712.44,76,3.04,1,9,25,1,3,51,1,8,2011500,2052223.86,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3215
1/10/1985,0,null,M,vocational certificate,single,commerce entrepreneur,กาญจนบุรี,71130,1,1,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1/10/1985,0,null,M,others,single,industrial business employee,กาญจนบุรี,71130,2,2,1,1,null,null,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,null,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3216
1/6/2001,0,null,F,null,married,freelance,นนทบุรี,11120,3,3,3,null,2,null,null,3,18.68,0,0,0,0,0,0,0,0,0,0,0,0,1/6/2001,0,null,F,null,single,commerce employee,นนทบุรี,11120,4,4,1,null,4,null,null,1,0.64,17,2.83,1,7,3,1,2,14,1,7,11600,21999.5,TRUE,TRUE,null,TRUE,null,FALSE,FALSE,TRUE,TRUE,3217
1/7/2001,0,null,F,null,single,commerce employee,กรุงเทพมหานคร,10250,4,4,2,null,3,1,null,2,12217.32,101,3.61,1,7,9,1,1,92,1,6,47915.9,50987.44,1/7/2001,0,null,F,null,single,"student, university student",กรุงเทพมหานคร,10250,3,3,1,null,3,1,null,1,2406.84,42,1.91,1,5,9,1,1,33,1,4,9072,10592,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,TRUE,TRUE,3218
1/12/1963,0,null,M,less than high school,married,state enterprise employee,สมุทรสาคร,74110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1/12/1963,0,null,M,less than high school,married,state enterprise employee,สมุทรสาคร,74130,2,2,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3219
1/9/1994,0,null,F,null,single,freelance,กรุงเทพมหานคร,10170,3,3,1,null,2,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1/9/1994,0,null,F,null,null,housewife/househusband,ประจวบคีรีขันธ์,77000,2,2,1,null,1,1,null,1,446,5,2.5,2,3,2,2,2,3,3,3,3400,2954,TRUE,TRUE,null,TRUE,null,null,FALSE,FALSE,FALSE,3220
1/10/1990,0,0,M,high school,single,commerce entrepreneur,อุดรธานี,41000,4,4,1,null,3,1,null,1,10068.87,29,1.81,1,5,6,1,1,23,1,4,50200,42131.71,1/10/1990,0,0,M,high school,single,commerce entrepreneur,ระยอง,21140,4,4,1,null,4,1,null,1,242.54,37,3.08,1,11,15,1,5,22,1,6,146290,146779.22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3221
1/5/1999,0,0,F,less than high school,single,industrial business employee,กาญจนบุรี,71110,3,3,1,null,2,1,null,1,2509.01,43,2.15,1,6,8,1,3,35,1,5,14060,13929.68,1/5/1999,0,0,F,less than high school,single,service business employee,กาญจนบุรี,71110,3,3,1,null,2,null,null,1,87.27,20,2.5,1,4,4,1,1,16,1,4,17316.43,17240,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3222
1/6/1964,2,null,F,bachelor's degree,single,unemployed,กรุงเทพมหานคร,10260,8,6,8,2,1,1,null,2,282410.87,31,1.41,1,3,7,1,2,24,1,2,32766.36,45714.91,1/6/1964,2,null,F,bachelor's degree,single,service business employee,กรุงเทพมหานคร,10260,7,5,5,2,1,1,null,2,279911.94,15,1.5,1,3,13,1,2,2,1,1,55500,30045.45,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3223
1/6/1988,0,1,M,vocational certificate/ diploma,widow,commerce employee,เพชรบูรณ์,67110,2,2,1,null,1,1,null,1,2.9,11,5.5,3,8,2,1,1,9,2,7,21585,21590,1/6/1988,0,1,M,vocational certificate/ diploma,single,commerce employee,เพชรบูรณ์,67110,3,3,1,null,2,1,null,1,2.23,16,16,16,16,1,1,1,15,15,15,11188,11210,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3224
1/9/1984,0,null,M,others,married,commerce employee,เชียงใหม่,50210,4,3,2,null,3,null,null,2,53337.5,77,3.08,1,10,19,1,8,58,1,8,82402,72753.88,1/9/1984,0,null,M,others,single,"employee of company, store, office",กรุงเทพมหานคร,10240,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3225
1/9/2000,0,0,M,bachelor's degree,single,commercial bank employee,ปทุมธานี,12150,4,4,8,null,3,2,null,4,10,36,4.5,1,14,19,1,6,17,1,8,72493.09,72484.09,1/9/2000,0,0,M,bachelor's degree,single,"student, university student",ปทุมธานี,12150,4,4,3,null,4,1,null,2,22990.98,6,2,1,3,1,1,1,5,2,3,22125.75,23140,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3226
1/5/1981,0,null,M,vocational certificate/ diploma,single,agricultural/ agro industry entrepreneur,สระแก้ว,27000,3,3,1,null,3,1,null,1,6152.1,538,17.93,7,65,164,2,12,374,2,53,241538.2,237786.17,1/5/1981,0,null,M,vocational certificate/ diploma,single,"employee of company, store, office",สมุทรปราการ,10540,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3227
1/8/1996,0,null,M,null,single,agricultural/ agro industry entrepreneur,กรุงเทพมหานคร,10250,5,5,4,null,3,1,null,1,6287.93,9,1.29,1,2,1,1,1,8,1,2,72.94,5576,1/8/1996,0,null,M,null,single,unemployed,กรุงเทพมหานคร,10250,5,5,4,null,3,1,null,1,2242.2,16,1.78,1,4,2,1,1,14,1,3,20000,19546.25,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,TRUE,TRUE,3228
1/7/2000,0,0,M,vocational certificate,married,industrial business employee,นครราชสีมา,30130,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1/7/2000,0,0,M,vocational certificate,married,commerce employee,นครราชสีมา,30130,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3229
1/4/1964,1,0,F,others,widow,unemployed,กรุงเทพมหานคร,10210,3,3,1,1,1,1,null,1,1254.36,7,1.17,1,2,4,1,1,3,1,1,31600,30640,1/4/1964,0,0,F,others,married - registered,state enterprise employee,กรุงเทพมหานคร,10210,5,5,1,1,2,1,null,1,462.98,10,2,1,3,4,1,2,6,1,2,28350,28442.51,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3230
1/12/1968,1,1,M,vocational certificate/ diploma,single,freelance,สมุทรปราการ,10270,2,2,1,null,1,null,null,1,3.73,0,0,0,0,0,0,0,0,0,0,0,0,1/12/1968,1,1,M,vocational certificate/ diploma,married,"employee of company, store, office",กรุงเทพมหานคร,10110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3231
1/12/1987,0,0,F,bachelor's degree,married - non registered,commerce entrepreneur,กรุงเทพมหานคร,10600,8,6,3,4,2,2,null,1,29389.06,93,3.44,1,9,40,1,7,53,1,7,518445.05,633833,1/12/1987,0,0,F,bachelor's degree,married - non registered,service business employee,กรุงเทพมหานคร,10600,6,6,2,4,2,1,null,1,29472.19,370,11.94,2,25,233,1,17,137,1,11,1567024,1533958,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3232
1/3/1986,0,0,M,high school,single,industrial business employee,ปทุมธานี,12120,3,3,1,null,3,1,null,1,0,10,1.43,1,2,5,1,1,5,1,1,20000,20000,1/3/1986,0,0,M,high school,single,industrial business employee,ปทุมธานี,12110,4,4,2,null,4,null,null,1,0.43,95,3.8,1,9,44,1,6,51,1,6,60653,60734,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3233
1/11/1980,0,1,F,vocational certificate/ diploma,single,freelance,พะเยา,56110,2,2,1,null,1,1,null,1,16197.87,181,6.03,1,13,47,1,6,134,1,10,162941,158405.92,1/11/1980,0,1,F,vocational certificate/ diploma,married - registered,freelance,พะเยา,56110,3,3,1,null,1,1,null,1,2593.61,101,3.74,1,8,18,1,3,83,1,8,142328,148182.94,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3234
1/3/1983,0,0,F,high school,single,service business entrepreneur,ระยอง,21140,6,6,2,null,6,null,2,2,7765.28,94,3.36,1,10,52,1,7,42,1,4,72441,72048.36,1/3/1983,0,0,F,high school,married,commerce entrepreneur,ระยอง,21140,8,8,3,1,7,null,null,2,10021.4,69,2.65,1,6,45,1,5,24,1,4,182956.14,176166.93,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3235
1/3/1994,0,null,M,bachelor's degree,single,industrial business employee,แพร่,54120,6,5,4,1,3,1,null,1,17832.94,94,3.48,1,11,15,1,2,79,1,11,65752,70887.94,1/3/1994,0,null,M,others,single,engineer,แพร่,54120,3,3,1,null,4,1,null,1,41286.91,31,1.94,1,5,6,1,2,25,1,5,28684.3,47728.72,TRUE,TRUE,null,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3236
1/2/1968,0,0,F,bachelor's degree,single,commerce entrepreneur,เชียงใหม่,50150,3,3,2,null,2,null,null,2,506.37,2,1,1,1,2,1,1,0,0,0,150,0,1/2/1968,0,0,F,bachelor's degree,single,commerce entrepreneur,ชลบุรี,20170,4,4,2,null,4,null,null,2,633.21,24,1.5,1,3,11,1,2,13,1,2,56800,56489,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3237
1/1/1963,2,1,F,bachelor's degree,married,government employee,กรุงเทพมหานคร,10800,4,3,5,null,null,null,null,2,104125.02,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1963,2,1,F,bachelor's degree,married,"civil servant, state enterprise employee, pensioner",นนทบุรี,11000,5,3,6,null,null,null,null,2,109780.44,1,1,1,1,1,1,1,0,0,0,803.26,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3238
1/6/2001,0,null,M,null,single,industrial business employee,ชลบุรี,20150,3,3,2,null,2,1,null,2,5.27,75,3.57,1,11,22,1,3,53,1,8,23071.35,23086.72,1/6/2001,0,null,M,null,single,"student, university student",นครศรีธรรมราช,80170,4,4,1,null,4,1,null,1,0.71,17,1.7,1,4,9,1,3,8,1,1,1675,1677,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,FALSE,FALSE,3239
1/5/1990,0,0,M,vocational certificate/ diploma,single,commerce entrepreneur,กรุงเทพมหานคร,10230,5,5,1,null,5,null,null,1,24887.87,40,2,1,6,6,1,2,34,1,4,84999.84,65800.31,1/5/1990,0,0,M,vocational certificate/ diploma,single,service business entrepreneur,กรุงเทพมหานคร,10230,5,5,1,null,6,null,null,1,4721.97,49,2.33,1,5,11,1,3,38,1,4,34509,40228.51,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3240
1/1/1989,0,1,F,bachelor's degree,single,commerce entrepreneur,กรุงเทพมหานคร,10120,6,5,6,1,1,1,null,2,409090.05,14,1.75,1,4,3,1,1,11,1,3,10599.6,6542,1/1/1989,0,1,F,bachelor's degree,single,commerce entrepreneur,ราชบุรี,70140,3,3,2,null,2,null,null,1,13389.22,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3241
1/9/1991,0,0,M,master's degree,single,service business employee,กรุงเทพมหานคร,10240,4,4,2,1,2,1,null,1,321.07,5,2.5,2,3,3,1,2,2,1,1,17000,17067.61,1/9/1991,0,0,M,master's degree,others,employee of association,กรุงเทพมหานคร,10240,5,5,2,1,3,1,null,1,129.61,13,1.86,1,3,4,1,1,9,1,3,10600,10536.95,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3242
1/5/1963,1,null,F,bachelor's degree,widow,commerce employee,สมุทรปราการ,10130,3,3,1,1,2,1,null,1,7270.32,2,1,1,1,1,1,1,1,1,1,7263.56,7263.56,1/5/1963,0,null,F,bachelor's degree,widow,commerce employee,กรุงเทพมหานคร,10120,4,4,1,1,1,null,null,1,100.2,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,null,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3243
1/6/1982,0,0,M,bachelor's degree,married,commerce employee,เพชรบูรณ์,67000,4,4,1,2,3,1,null,1,30498.97,90,3.46,1,10,12,1,2,78,1,8,50375.96,41054.96,1/6/1982,0,0,M,bachelor's degree,married - registered,commerce employee,เพชรบูรณ์,67000,5,5,1,1,4,1,null,1,35727.5,57,2.11,1,8,13,1,2,44,1,8,76898.17,44403.82,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3244
1/11/1967,0,1,F,bachelor's degree,married,service business entrepreneur,ชัยภูมิ,36000,4,4,7,3,1,1,null,2,5629.77,13,1.63,1,4,6,1,2,7,1,2,56525.81,64139.84,1/11/1967,0,1,F,bachelor's degree,married - registered,others,ชัยภูมิ,36000,3,3,2,4,2,1,null,2,135676.96,5,1.67,1,2,0,0,0,5,1,2,0,71108.76,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3245
1/4/1957,0,0,F,less than high school,married - registered,commerce entrepreneur,นครราชสีมา,30150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1/4/1957,0,0,F,less than high school,married,commerce entrepreneur,นครราชสีมา,30150,3,3,1,null,3,null,null,1,121.99,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3246
1/9/1962,0,0,M,vocational certificate/ diploma,single,unemployed,ภูเก็ต,83120,4,3,2,null,2,null,null,1,1.79,0,0,0,0,0,0,0,0,0,0,0,0,1/9/1962,0,0,M,vocational certificate/ diploma,single,service business entrepreneur,ภูเก็ต,83120,3,2,2,null,1,null,null,1,200.03,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3247
1/12/1989,0,0,F,high school,single,service business entrepreneur,นนทบุรี,11140,4,4,1,null,3,1,null,1,17282.82,16758,558.6,330,788,16636,327,780,122,2,8,4483294.05,4496567.31,1/12/1989,0,0,F,high school,single,service business employee,นนทบุรี,11140,2,2,2,null,2,1,null,1,1000.33,120,5.71,2,17,44,1,7,76,1,10,7141.3,6711.01,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3248
1/4/2002,0,null,M,null,single,industrial business employee,ชลบุรี,20230,2,2,1,null,1,1,null,1,0.23,0,0,0,0,0,0,0,0,0,0,0,0,1/4/2002,0,null,M,null,single,"student, university student",สกลนคร,47110,2,2,1,null,1,1,null,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,FALSE,FALSE,3249
1/9/1979,0,null,F,bachelor's degree,single,industrial entrepreneur,กระบี่,81160,3,3,1,null,2,null,null,1,36635.39,62,2.82,1,9,11,1,3,51,1,7,48102,11797,1/9/1979,0,null,F,bachelor's degree,single,unemployed,กรุงเทพมหานคร,10120,4,4,1,null,3,null,null,1,11966.7,11,1.38,1,2,5,1,1,6,1,2,105826.4,97652.4,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3250
1/3/1958,0,1,M,bachelor's degree,single,commercial bank employee,กรุงเทพมหานคร,10900,6,6,5,null,5,1,null,3,21021.51,19,1.73,1,4,7,1,2,12,1,3,30633,168278.81,1/3/1958,0,1,M,bachelor's degree,married,commercial bank employee,กรุงเทพมหานคร,10900,9,8,6,1,6,1,1,2,2133.1,35,2.06,1,4,15,1,2,20,1,2,634778.63,634882.23,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3251
